timestamp,value
1520588248219,95835
1520588249214,95840
1520588250111,95833
1520588251066,95834
1520588252086,95827
1520588253083,95822
1520588254079,95820
1520588255075,95824
1520588256071,95810
1520588257068,95804
1520588258089,95800
1520588259084,95806
1520588260080,95806
1520588261076,95805
1520588262072,95812
1520588263068,95818
1520588264130,95826
1520588265127,95827
1520588266123,95836
1520588267218,95846
1520588268074,95826
