timestamp,x,y,z
1520602723987,0.84,0.33,9.94
1520602724187,0.84,0.33,9.94
1520602724386,0.84,0.33,9.94
1520602724585,0.84,0.33,9.94
1520602724784,0.84,0.33,9.94
1520602724984,0.84,0.33,9.94
1520602725182,0.84,0.33,9.94
1520602725381,0.84,0.33,9.94
1520602725582,0.84,0.33,9.94
1520602725780,0.84,0.33,9.94
1520602725980,0.84,0.33,9.94
1520602726228,0.84,0.33,9.94
1520602726378,0.84,0.33,9.94
1520602726577,0.84,0.33,9.94
1520602726776,0.84,0.33,9.94
1520602726977,0.84,0.33,9.94
1520602727175,0.84,0.33,9.94
1520602727374,0.84,0.33,9.94
1520602727572,0.84,0.33,9.94
1520602727772,0.84,0.33,9.94
1520602727971,0.84,0.33,9.94
1520602728218,0.84,0.33,9.94
1520602728371,0.84,0.33,9.94
1520602728569,0.84,0.33,9.94
1520602728768,0.84,0.33,9.94
1520602728968,0.84,0.33,9.94
1520602729166,0.84,0.33,9.94
1520602729379,0.84,0.33,9.94
1520602729613,0.84,0.33,9.94
1520602729767,0.84,0.33,9.94
1520602729965,0.84,0.33,9.94
1520602730164,0.84,0.33,9.94
