timestamp,value
1520588201228,95829
1520588202223,95829
1520588203129,95830
1520588204116,95831
1520588205112,95823
1520588206108,95823
1520588207203,95818
1520588208099,95810
1520588209195,95806
1520588210191,95806
1520588211087,95806
1520588212083,95797
1520588213089,95804
1520588214185,95804
1520588215181,95815
1520588216077,95824
1520588217074,95830
1520588218070,95834
1520588219066,95839
1520588220163,95834
