timestamp,x,y,z
1520680391052,7.00,4.25,6.34
1520680391250,6.20,3.80,6.12
1520680391468,5.04,5.46,4.84
1520680391649,3.28,7.22,3.44
1520680391847,3.29,8.15,2.21
1520680392047,1.21,9.29,0.92
1520680392246,-1.21,8.41,-1.25
1520680392445,-3.72,6.70,-2.16
1520680392644,-5.17,6.77,-6.39
1520680392844,-6.31,4.87,-8.81
1520680393115,-4.87,5.77,-8.01
1520680393245,-1.91,12.37,3.51
1520680393443,-0.56,8.48,3.06
1520680393667,3.83,6.76,2.96
1520680393865,5.93,6.72,3.93
1520680394064,6.19,5.07,4.63
1520680394263,6.44,4.89,4.44
1520680394463,6.80,4.51,6.15
1520680394662,6.00,1.46,8.26
1520680394860,3.88,-0.58,9.31
1520680395060,-1.22,3.87,10.23
1520680395259,-0.79,2.81,9.08
1520680395458,-0.24,3.21,8.96
1520680395657,-0.40,3.02,9.51
1520680395856,6.84,5.82,11.35
1520680396056,-0.21,3.27,9.15
1520680396255,-0.23,3.39,9.25
1520680396454,-0.02,3.38,9.21
1520680396672,-0.25,3.36,9.26
